Accident year,Casualty sex,Casualty age,Weather condition,Accident month,Killed or seriously injured
2018,Female,52,Raining no high winds,December,4
2018,Female,52,Snowing no high winds,January,1
2018,Female,52,Raining + high winds,March,1
2018,Female,52,Raining + high winds,May,1
2018,Female,52,Raining + high winds,November,1
2018,Female,52,Raining + high winds,December,1
2018,Female,52,Snowing + high winds,February,1
2018,Female,52,Fog or mist,December,1
2018,Female,53,Fine no high winds,January,9
2018,Female,53,Fine no high winds,February,4
2018,Female,53,Fine no high winds,March,3
2018,Female,53,Fine no high winds,April,8
2018,Female,53,Fine no high winds,May,7
2018,Female,53,Fine no high winds,June,17
2018,Female,53,Fine no high winds,July,11
2018,Female,53,Fine no high winds,August,4
2018,Female,53,Fine no high winds,September,9
2018,Female,53,Fine no high winds,October,12
2018,Female,53,Fine no high winds,November,3
2018,Female,53,Fine no high winds,December,7
2018,Female,53,Raining no high winds,January,1
2018,Female,53,Raining no high winds,March,5
2018,Female,53,Raining no high winds,April,3
2018,Female,53,Raining no high winds,August,3
2018,Female,53,Raining no high winds,September,1
2018,Female,53,Raining no high winds,October,1
2018,Female,53,Raining no high winds,November,2
2018,Female,53,Raining no high winds,December,2
2018,Female,53,Snowing no high winds,March,1
2018,Female,53,Fine + high winds,July,1
2018,Female,53,Fine + high winds,September,1
2018,Female,53,Raining + high winds,January,1
2018,Female,53,Raining + high winds,September,1
2018,Female,53,Raining + high winds,October,1
2018,Female,53,Raining + high winds,December,1
2018,Female,53,Fog or mist,December,1
2018,Female,54,Fine no high winds,January,5
2018,Female,54,Fine no high winds,February,9
2018,Female,54,Fine no high winds,March,4
2018,Female,54,Fine no high winds,April,10
2018,Female,54,Fine no high winds,May,12
2018,Female,54,Fine no high winds,June,11
2018,Female,54,Fine no high winds,July,12
2018,Female,54,Fine no high winds,August,7
2018,Female,54,Fine no high winds,September,7
2018,Female,54,Fine no high winds,October,8
2018,Female,54,Fine no high winds,November,9
2018,Female,54,Fine no high winds,December,7
2018,Female,54,Raining no high winds,January,2
2018,Female,54,Raining no high winds,April,1
2018,Female,54,Raining no high winds,June,1
2018,Female,54,Raining no high winds,July,2
2018,Female,54,Raining no high winds,August,1
2018,Female,54,Raining no high winds,September,2
2018,Female,54,Raining no high winds,November,4
2018,Female,54,Raining no high winds,December,3
2018,Female,54,Snowing no high winds,March,1
2018,Female,54,Fine + high winds,January,1
2018,Female,54,Raining + high winds,January,1
2018,Female,54,Raining + high winds,October,1
2018,Female,54,Raining + high winds,November,1
2018,Female,54,Raining + high winds,December,1
2018,Female,54,Fog or mist,November,1
2018,Female,55,Fine no high winds,January,5
2018,Female,55,Fine no high winds,February,5
2018,Female,55,Fine no high winds,March,3
2018,Female,55,Fine no high winds,April,6
2018,Female,55,Fine no high winds,May,7
2018,Female,55,Fine no high winds,June,12
2018,Female,55,Fine no high winds,July,12
2018,Female,55,Fine no high winds,August,5
2018,Female,55,Fine no high winds,September,14
2018,Female,55,Fine no high winds,October,8
2018,Female,55,Fine no high winds,November,10
2018,Female,55,Fine no high winds,December,7
2018,Female,55,Raining no high winds,January,2
2018,Female,55,Raining no high winds,February,2
2018,Female,55,Raining no high winds,March,2
2018,Female,55,Raining no high winds,April,1
2018,Female,55,Raining no high winds,July,1
2018,Female,55,Raining no high winds,August,1
2018,Female,55,Raining no high winds,September,4
2018,Female,55,Raining no high winds,October,1
2018,Female,55,Raining no high winds,November,2
2018,Female,55,Raining no high winds,December,4
2018,Female,55,Snowing no high winds,January,2
2018,Female,55,Snowing no high winds,February,1
2018,Female,55,Fine + high winds,June,1
2018,Female,55,Fine + high winds,September,1
2018,Female,55,Raining + high winds,December,1
2018,Female,55,Fog or mist,March,1
2018,Female,56,Fine no high winds,January,3
2018,Female,56,Fine no high winds,February,5
2018,Female,56,Fine no high winds,March,5
2018,Female,56,Fine no high winds,April,12
2018,Female,56,Fine no high winds,May,9
2018,Female,56,Fine no high winds,June,9
2018,Female,56,Fine no high winds,July,13
2018,Female,56,Fine no high winds,August,9
2018,Female,56,Fine no high winds,September,10
2018,Female,56,Fine no high winds,October,4
2018,Female,56,Fine no high winds,November,10
2018,Female,56,Fine no high winds,December,12
2018,Female,56,Raining no high winds,March,1
2018,Female,56,Raining no high winds,August,2
2018,Female,56,Raining no high winds,October,1
2018,Female,56,Raining no high winds,November,3
2018,Female,56,Snowing no high winds,February,1
2018,Female,56,Fine + high winds,October,1
2018,Female,56,Fine + high winds,December,1
2018,Female,56,Raining + high winds,December,1
2018,Female,57,Fine no high winds,January,5
2018,Female,57,Fine no high winds,February,6
2018,Female,57,Fine no high winds,March,7
2018,Female,57,Fine no high winds,April,6
2018,Female,57,Fine no high winds,May,4
2018,Female,57,Fine no high winds,June,5
2018,Female,57,Fine no high winds,July,11
2018,Female,57,Fine no high winds,August,7
2018,Female,57,Fine no high winds,September,7
2018,Female,57,Fine no high winds,October,7
2018,Female,57,Fine no high winds,November,7
2018,Female,57,Fine no high winds,December,6
2018,Female,57,Raining no high winds,January,3
2018,Female,57,Raining no high winds,February,1
2018,Female,57,Raining no high winds,May,2
2018,Female,57,Raining no high winds,July,1
2018,Female,57,Raining no high winds,September,2
2018,Female,57,Raining no high winds,November,1
2018,Female,57,Raining no high winds,December,1
2018,Female,57,Snowing no high winds,January,1
2018,Female,57,Snowing no high winds,December,1
2018,Female,57,Fine + high winds,November,1
2018,Female,57,Raining + high winds,December,1
2018,Female,58,Fine no high winds,January,8
2018,Female,58,Fine no high winds,February,2
2018,Female,58,Fine no high winds,March,5
2018,Female,58,Fine no high winds,April,5
2018,Female,58,Fine no high winds,May,5
2018,Female,58,Fine no high winds,June,12
2018,Female,58,Fine no high winds,July,6
2018,Female,58,Fine no high winds,August,9
2018,Female,58,Fine no high winds,September,8
2018,Female,58,Fine no high winds,October,5
2018,Female,58,Fine no high winds,November,8
2018,Female,58,Fine no high winds,December,4
2018,Female,58,Raining no high winds,January,2
2018,Female,58,Raining no high winds,February,1
2018,Female,58,Raining no high winds,March,3
2018,Female,58,Raining no high winds,April,1
2018,Female,58,Raining no high winds,December,2
2018,Female,58,Snowing no high winds,December,1
2018,Female,58,Fine + high winds,September,1
2018,Female,59,Fine no high winds,January,3
2018,Female,59,Fine no high winds,February,1
2018,Female,59,Fine no high winds,March,4
2018,Female,59,Fine no high winds,April,3
2018,Female,59,Fine no high winds,May,6
2018,Female,59,Fine no high winds,June,8
2018,Female,59,Fine no high winds,July,12
2018,Female,59,Fine no high winds,August,7
2018,Female,59,Fine no high winds,September,9
2018,Female,59,Fine no high winds,October,11
2018,Female,59,Fine no high winds,November,8
2018,Female,59,Fine no high winds,December,10
2018,Female,59,Raining no high winds,January,1
2018,Female,59,Raining no high winds,February,2
2018,Female,59,Raining no high winds,March,3
2018,Female,59,Raining no high winds,May,3
2018,Female,59,Raining no high winds,October,1
2018,Female,59,Raining no high winds,November,2
2018,Female,59,Raining no high winds,December,2
2018,Female,59,Fine + high winds,February,1
2018,Female,60,Fine no high winds,January,6
2018,Female,60,Fine no high winds,February,6
2018,Female,60,Fine no high winds,March,4
2018,Female,60,Fine no high winds,April,7
2018,Female,60,Fine no high winds,May,4
2018,Female,60,Fine no high winds,June,6
2018,Female,60,Fine no high winds,July,3
2018,Female,60,Fine no high winds,August,8
2018,Female,60,Fine no high winds,September,8
2018,Female,60,Fine no high winds,October,7
2018,Female,60,Fine no high winds,November,3
2018,Female,60,Fine no high winds,December,2
2018,Female,60,Raining no high winds,January,2
2018,Female,60,Raining no high winds,February,1
2018,Female,60,Raining no high winds,June,1
2018,Female,60,Raining no high winds,September,2
2018,Female,60,Raining no high winds,November,3
2018,Female,60,Raining no high winds,December,2
2018,Female,60,Snowing no high winds,January,1
2018,Female,60,Fine + high winds,October,1
2018,Female,60,Fine + high winds,December,1
2018,Female,60,Raining + high winds,November,1
2018,Female,60,Raining + high winds,December,2
2018,Female,60,Snowing + high winds,March,1
2018,Female,60,Fog or mist,March,1
2018,Female,60,Fog or mist,December,1
2018,Female,61,Fine no high winds,January,3
2018,Female,61,Fine no high winds,February,6
2018,Female,61,Fine no high winds,March,3
2018,Female,61,Fine no high winds,April,4
2018,Female,61,Fine no high winds,May,12
2018,Female,61,Fine no high winds,June,9
2018,Female,61,Fine no high winds,July,6
2018,Female,61,Fine no high winds,August,4
2018,Female,61,Fine no high winds,September,8
2018,Female,61,Fine no high winds,October,3
2018,Female,61,Fine no high winds,November,9
2018,Female,61,Fine no high winds,December,4
2018,Female,61,Raining no high winds,January,2
2018,Female,61,Raining no high winds,April,1
2018,Female,61,Raining no high winds,December,2
2018,Female,61,Snowing no high winds,January,1
2018,Female,61,Fine + high winds,January,1
2018,Female,61,Fine + high winds,March,2
2018,Female,62,Fine no high winds,January,4
2018,Female,62,Fine no high winds,February,3
2018,Female,62,Fine no high winds,March,6
2018,Female,62,Fine no high winds,April,9
2018,Female,62,Fine no high winds,May,6
2018,Female,62,Fine no high winds,June,3
2018,Female,62,Fine no high winds,July,3
2018,Female,62,Fine no high winds,August,10
2018,Female,62,Fine no high winds,September,6
2018,Female,62,Fine no high winds,October,3
2018,Female,62,Fine no high winds,November,8
2018,Female,62,Fine no high winds,December,10
2018,Female,62,Raining no high winds,February,1
2018,Female,62,Raining no high winds,March,1
2018,Female,62,Raining no high winds,April,1
2018,Female,62,Raining no high winds,May,1
2018,Female,62,Raining no high winds,June,1
2018,Female,62,Raining no high winds,September,1
2018,Female,62,Raining no high winds,October,1
2018,Female,62,Raining no high winds,November,1
2018,Female,62,Snowing no high winds,February,1
2018,Female,62,Snowing no high winds,December,1
2018,Female,62,Fine + high winds,March,1
2018,Female,62,Raining + high winds,January,2
2018,Female,63,Fine no high winds,January,5
2018,Female,63,Fine no high winds,February,5
2018,Female,63,Fine no high winds,March,4
2018,Female,63,Fine no high winds,April,6
2018,Female,63,Fine no high winds,May,8
2018,Female,63,Fine no high winds,June,8
2018,Female,63,Fine no high winds,July,7
2018,Female,63,Fine no high winds,August,8
2018,Female,63,Fine no high winds,September,8
2018,Female,63,Fine no high winds,October,5
2018,Female,63,Fine no high winds,November,8
2018,Female,63,Fine no high winds,December,6
2018,Female,63,Raining no high winds,January,1
2018,Female,63,Raining no high winds,April,1
2018,Female,63,Raining no high winds,August,2
2018,Female,63,Raining no high winds,September,1
2018,Female,63,Raining no high winds,November,1
2018,Female,63,Snowing no high winds,January,1
2018,Female,63,Snowing no high winds,February,1
2018,Female,63,Raining + high winds,November,1
2018,Female,63,Fog or mist,October,1
2018,Female,64,Fine no high winds,January,7
2018,Female,64,Fine no high winds,February,4
2018,Female,64,Fine no high winds,March,5
2018,Female,64,Fine no high winds,April,4
2018,Female,64,Fine no high winds,May,7
2018,Female,64,Fine no high winds,June,8
2018,Female,64,Fine no high winds,July,5
2018,Female,64,Fine no high winds,August,8
2018,Female,64,Fine no high winds,September,7
2018,Female,64,Fine no high winds,October,4
2018,Female,64,Fine no high winds,November,6
2018,Female,64,Fine no high winds,December,9
2018,Female,64,Raining no high winds,January,2
2018,Female,64,Raining no high winds,March,2
2018,Female,64,Raining no high winds,September,1
2018,Female,64,Raining no high winds,October,2
2018,Female,64,Raining no high winds,November,2
2018,Female,64,Raining no high winds,December,3
2018,Female,65,Fine no high winds,January,7
2018,Female,65,Fine no high winds,February,5
2018,Female,65,Fine no high winds,March,5
2018,Female,65,Fine no high winds,April,3
2018,Female,65,Fine no high winds,May,5
2018,Female,65,Fine no high winds,June,5
2018,Female,65,Fine no high winds,July,3
2018,Female,65,Fine no high winds,August,3
2018,Female,65,Fine no high winds,September,2
2018,Female,65,Fine no high winds,October,7
2018,Female,65,Fine no high winds,November,10
2018,Female,65,Fine no high winds,December,7
2018,Female,65,Raining no high winds,March,1
2018,Female,65,Raining no high winds,April,2
2018,Female,65,Raining no high winds,September,1
2018,Female,65,Raining no high winds,October,1
2018,Female,65,Raining no high winds,December,2
2018,Female,65,Snowing no high winds,March,1
2018,Female,65,Fine + high winds,January,1
2018,Female,65,Fine + high winds,October,1
2018,Female,65,Raining + high winds,November,2
2018,Female,65,Raining + high winds,December,1
2018,Female,66,Fine no high winds,January,4
2018,Female,66,Fine no high winds,February,4
2018,Female,66,Fine no high winds,March,5
2018,Female,66,Fine no high winds,April,2
2018,Female,66,Fine no high winds,May,7
2018,Female,66,Fine no high winds,June,9
2018,Female,66,Fine no high winds,July,6
2018,Female,66,Fine no high winds,August,7
2018,Female,66,Fine no high winds,September,6
2018,Female,66,Fine no high winds,October,4
2018,Female,66,Fine no high winds,November,9
2018,Female,66,Fine no high winds,December,9
2018,Female,66,Raining no high winds,January,2
2018,Female,66,Raining no high winds,March,1
2018,Female,66,Raining no high winds,April,2
2018,Female,66,Raining no high winds,July,1
2018,Female,66,Raining no high winds,August,1
2018,Female,66,Raining no high winds,October,1
2018,Female,66,Raining no high winds,December,1
2018,Female,66,Raining + high winds,November,1
2018,Female,66,Snowing + high winds,February,1
2018,Female,67,Fine no high winds,January,5
2018,Female,67,Fine no high winds,February,3
2018,Female,67,Fine no high winds,March,3
2018,Female,67,Fine no high winds,April,3
2018,Female,67,Fine no high winds,May,4
2018,Female,67,Fine no high winds,June,9
2018,Female,67,Fine no high winds,July,4
2018,Female,67,Fine no high winds,August,9
2018,Female,67,Fine no high winds,September,7
2018,Female,67,Fine no high winds,October,5
2018,Female,67,Fine no high winds,November,3
2018,Female,67,Fine no high winds,December,9
2018,Female,67,Raining no high winds,February,2
2018,Female,67,Fine + high winds,January,1
2018,Female,67,Snowing + high winds,February,1
2018,Female,68,Fine no high winds,January,3
2018,Female,68,Fine no high winds,February,4
2018,Female,68,Fine no high winds,March,3
2018,Female,68,Fine no high winds,April,4
2018,Female,68,Fine no high winds,May,8
2018,Female,68,Fine no high winds,June,8
2018,Female,68,Fine no high winds,July,3
2018,Female,68,Fine no high winds,August,8
2018,Female,68,Fine no high winds,September,4
2018,Female,68,Fine no high winds,October,7
2018,Female,68,Fine no high winds,November,6
2018,Female,68,Fine no high winds,December,8
2018,Female,68,Raining no high winds,January,1
2018,Female,68,Raining no high winds,March,1
2018,Female,68,Raining no high winds,May,1
2018,Female,68,Raining no high winds,August,1
2018,Female,68,Raining no high winds,October,1
2018,Female,69,Fine no high winds,January,7
2018,Female,69,Fine no high winds,February,3
2018,Female,69,Fine no high winds,March,4
2018,Female,69,Fine no high winds,April,4
2018,Female,69,Fine no high winds,May,5
2018,Female,69,Fine no high winds,June,8
2018,Female,69,Fine no high winds,July,12
2018,Female,69,Fine no high winds,August,7
2018,Female,69,Fine no high winds,September,6
2018,Female,69,Fine no high winds,October,8
2018,Female,69,Fine no high winds,November,2
2018,Female,69,Fine no high winds,December,6
2018,Female,69,Raining no high winds,January,1
2018,Female,69,Raining no high winds,February,1
2018,Female,69,Raining no high winds,May,1
2018,Female,69,Raining no high winds,August,1
2018,Female,69,Raining no high winds,October,2
2018,Female,69,Raining no high winds,November,1
2018,Female,69,Raining no high winds,December,2
2018,Female,69,Raining + high winds,January,1
2018,Female,69,Snowing + high winds,December,1
2018,Female,69,Fog or mist,March,1
2018,Female,70,Fine no high winds,January,4
2018,Female,70,Fine no high winds,February,6
2018,Female,70,Fine no high winds,March,4
2018,Female,70,Fine no high winds,April,6
2018,Female,70,Fine no high winds,May,6
2018,Female,70,Fine no high winds,June,7
2018,Female,70,Fine no high winds,July,12
2018,Female,70,Fine no high winds,August,12
2018,Female,70,Fine no high winds,September,5
2018,Female,70,Fine no high winds,October,6
2018,Female,70,Fine no high winds,November,5
2018,Female,70,Fine no high winds,December,9
2018,Female,70,Raining no high winds,January,4
2018,Female,70,Raining no high winds,February,2
2018,Female,70,Raining no high winds,March,2
2018,Female,70,Raining no high winds,April,2
2018,Female,70,Raining no high winds,October,2
2018,Female,70,Raining no high winds,November,2
2018,Female,70,Raining no high winds,December,1
2018,Female,70,Fine + high winds,October,2
2018,Female,70,Raining + high winds,December,2
2018,Female,71,Fine no high winds,January,5
2018,Female,71,Fine no high winds,February,7
2018,Female,71,Fine no high winds,March,4
2018,Female,71,Fine no high winds,April,4
2018,Female,71,Fine no high winds,May,7
2018,Female,71,Fine no high winds,June,8
2018,Female,71,Fine no high winds,July,11
2018,Female,71,Fine no high winds,August,13
2018,Female,71,Fine no high winds,September,1
2018,Female,71,Fine no high winds,October,9
2018,Female,71,Fine no high winds,November,11
2018,Female,71,Fine no high winds,December,8
2018,Female,71,Raining no high winds,March,1
2018,Female,71,Raining no high winds,June,1
2018,Female,71,Raining no high winds,July,1
2018,Female,71,Raining no high winds,August,1
2018,Female,71,Raining no high winds,September,2
2018,Female,71,Raining no high winds,October,1
2018,Female,71,Raining no high winds,November,3
2018,Female,71,Raining no high winds,December,3
2018,Female,71,Fine + high winds,October,1
2018,Female,71,Raining + high winds,September,1
2018,Female,72,Fine no high winds,January,9
2018,Female,72,Fine no high winds,February,6
2018,Female,72,Fine no high winds,March,4
2018,Female,72,Fine no high winds,April,4
2018,Female,72,Fine no high winds,May,8
2018,Female,72,Fine no high winds,June,6
2018,Female,72,Fine no high winds,July,6
2018,Female,72,Fine no high winds,August,10
2018,Female,72,Fine no high winds,September,8
2018,Female,72,Fine no high winds,October,9
2018,Female,72,Fine no high winds,November,6
2018,Female,72,Fine no high winds,December,9
2018,Female,72,Raining no high winds,January,3
2018,Female,72,Raining no high winds,March,1
2018,Female,72,Raining no high winds,August,1
2018,Female,72,Raining no high winds,September,2
2018,Female,72,Raining no high winds,October,2
2018,Female,72,Raining no high winds,November,1
2018,Female,72,Raining no high winds,December,1
2018,Female,72,Snowing no high winds,March,1
2018,Female,72,Fine + high winds,January,1
2018,Female,72,Fine + high winds,September,2
2018,Female,72,Raining + high winds,December,1
2018,Female,73,Fine no high winds,January,5
2018,Female,73,Fine no high winds,February,4
2018,Female,73,Fine no high winds,March,3
2018,Female,73,Fine no high winds,April,6
2018,Female,73,Fine no high winds,May,10
2018,Female,73,Fine no high winds,June,7
2018,Female,73,Fine no high winds,July,7
2018,Female,73,Fine no high winds,August,10
2018,Female,73,Fine no high winds,September,8
2018,Female,73,Fine no high winds,October,4
2018,Female,73,Fine no high winds,November,8
2018,Female,73,Fine no high winds,December,4
2018,Female,73,Raining no high winds,January,2
2018,Female,73,Raining no high winds,February,1
2018,Female,73,Raining no high winds,June,1
2018,Female,73,Raining no high winds,September,2
2018,Female,73,Raining no high winds,November,1
2018,Female,73,Fine + high winds,October,1
2018,Female,73,Raining + high winds,February,1
2018,Female,73,Raining + high winds,December,1
2018,Female,74,Fine no high winds,January,11
2018,Female,74,Fine no high winds,February,4
2018,Female,74,Fine no high winds,April,9
2018,Female,74,Fine no high winds,May,6
2018,Female,74,Fine no high winds,June,8
2018,Female,74,Fine no high winds,July,7
2018,Female,74,Fine no high winds,August,5
2018,Female,74,Fine no high winds,September,2
2018,Female,74,Fine no high winds,October,4
2018,Female,74,Fine no high winds,November,11
2018,Female,74,Fine no high winds,December,4
2018,Female,74,Raining no high winds,January,1
2018,Female,74,Raining no high winds,March,1
2018,Female,74,Raining no high winds,April,1
2018,Female,74,Raining no high winds,July,2
2018,Female,74,Raining no high winds,September,2
2018,Female,74,Raining no high winds,October,1
2018,Female,74,Raining no high winds,November,1
2018,Female,74,Raining no high winds,December,3
2018,Female,74,Fine + high winds,January,1
2018,Female,74,Raining + high winds,November,1
2018,Female,75,Fine no high winds,January,5
2018,Female,75,Fine no high winds,February,4
2018,Female,75,Fine no high winds,March,7
2018,Female,75,Fine no high winds,April,6
2018,Female,75,Fine no high winds,May,6
2018,Female,75,Fine no high winds,June,5
2018,Female,75,Fine no high winds,July,7
2018,Female,75,Fine no high winds,August,2
2018,Female,75,Fine no high winds,September,4
2018,Female,75,Fine no high winds,October,10
2018,Female,75,Fine no high winds,November,6
2018,Female,75,Fine no high winds,December,4
2018,Female,75,Raining no high winds,January,4
2018,Female,75,Raining no high winds,March,1
2018,Female,75,Raining no high winds,April,1
2018,Female,75,Raining no high winds,November,1
2018,Female,75,Raining no high winds,December,3
2018,Female,75,Fine + high winds,March,1
2018,Female,75,Fine + high winds,October,1
2018,Female,75,Raining + high winds,October,1
2018,Female,75,Raining + high winds,November,2
2018,Female,75,Fog or mist,January,1
2018,Female,76,Fine no high winds,January,5
2018,Female,76,Fine no high winds,February,5
2018,Female,76,Fine no high winds,March,4
2018,Female,76,Fine no high winds,April,7
2018,Female,76,Fine no high winds,May,3
2018,Female,76,Fine no high winds,June,9
2018,Female,76,Fine no high winds,July,8
2018,Female,76,Fine no high winds,August,7
2018,Female,76,Fine no high winds,September,6
2018,Female,76,Fine no high winds,October,6
2018,Female,76,Fine no high winds,November,6
2018,Female,76,Fine no high winds,December,5
2018,Female,76,Raining no high winds,March,1
2018,Female,76,Raining no high winds,May,1
2018,Female,76,Raining no high winds,June,1
2018,Female,76,Raining no high winds,September,1
2018,Female,76,Raining no high winds,October,1
2018,Female,76,Raining no high winds,December,4
2018,Female,76,Fine + high winds,September,3
2018,Female,77,Fine no high winds,January,3
2018,Female,77,Fine no high winds,February,2
2018,Female,77,Fine no high winds,March,5
2018,Female,77,Fine no high winds,April,5
2018,Female,77,Fine no high winds,May,8
2018,Female,77,Fine no high winds,June,3
2018,Female,77,Fine no high winds,July,5
2018,Female,77,Fine no high winds,August,8
2018,Female,77,Fine no high winds,September,7
2018,Female,77,Fine no high winds,October,5
2018,Female,77,Fine no high winds,November,4
2018,Female,77,Fine no high winds,December,4
2018,Female,77,Raining no high winds,January,2
2018,Female,77,Raining no high winds,February,5
2018,Female,77,Raining no high winds,April,2
2018,Female,77,Raining no high winds,November,1
2018,Female,77,Raining no high winds,December,1
2018,Female,78,Fine no high winds,January,4
2018,Female,78,Fine no high winds,February,8
2018,Female,78,Fine no high winds,March,2
2018,Female,78,Fine no high winds,April,5
2018,Female,78,Fine no high winds,May,9
2018,Female,78,Fine no high winds,June,7
2018,Female,78,Fine no high winds,July,13
2018,Female,78,Fine no high winds,August,8
2018,Female,78,Fine no high winds,September,12
2018,Female,78,Fine no high winds,October,5
2018,Female,78,Fine no high winds,November,5
2018,Female,78,Fine no high winds,December,4
2018,Female,78,Raining no high winds,January,1
2018,Female,78,Raining no high winds,April,2
2018,Female,78,Raining no high winds,September,1
2018,Female,78,Raining no high winds,October,2
2018,Female,78,Raining no high winds,November,2
2018,Female,78,Snowing no high winds,February,1
2018,Female,78,Fine + high winds,February,1
2018,Female,79,Fine no high winds,January,8
2018,Female,79,Fine no high winds,February,5
2018,Female,79,Fine no high winds,March,2
2018,Female,79,Fine no high winds,April,4
2018,Female,79,Fine no high winds,May,8
2018,Female,79,Fine no high winds,June,4
2018,Female,79,Fine no high winds,July,3
2018,Female,79,Fine no high winds,August,5
2018,Female,79,Fine no high winds,September,10
2018,Female,79,Fine no high winds,October,8
2018,Female,79,Fine no high winds,November,6
2018,Female,79,Fine no high winds,December,10
2018,Female,79,Raining no high winds,January,2
2018,Female,79,Raining no high winds,February,3
2018,Female,79,Raining no high winds,August,1
2018,Female,79,Raining no high winds,November,1
2018,Female,79,Raining no high winds,December,2
2018,Female,79,Fine + high winds,January,3
2018,Female,79,Fog or mist,January,1
2018,Female,80,Fine no high winds,January,10
2018,Female,80,Fine no high winds,February,2
2018,Female,80,Fine no high winds,March,2
2018,Female,80,Fine no high winds,April,5
2018,Female,80,Fine no high winds,May,4
2018,Female,80,Fine no high winds,June,10
2018,Female,80,Fine no high winds,July,8
2018,Female,80,Fine no high winds,August,8
2018,Female,80,Fine no high winds,September,7
2018,Female,80,Fine no high winds,October,6
2018,Female,80,Fine no high winds,November,4
2018,Female,80,Fine no high winds,December,4
2018,Female,80,Raining no high winds,January,3
2018,Female,80,Raining no high winds,May,1
2018,Female,80,Raining no high winds,September,1
2018,Female,80,Raining no high winds,October,1
2018,Female,80,Raining no high winds,November,1
2018,Female,80,Raining no high winds,December,1
2018,Female,80,Fine + high winds,January,1
2018,Female,80,Fine + high winds,May,1
2018,Female,80,Fine + high winds,December,1
2018,Female,81,Fine no high winds,January,5
2018,Female,81,Fine no high winds,February,6
2018,Female,81,Fine no high winds,March,3
2018,Female,81,Fine no high winds,April,6
2018,Female,81,Fine no high winds,May,3
2018,Female,81,Fine no high winds,June,7
2018,Female,81,Fine no high winds,July,8
2018,Female,81,Fine no high winds,August,4
2018,Female,81,Fine no high winds,September,5
2018,Female,81,Fine no high winds,October,5
2018,Female,81,Fine no high winds,November,6
2018,Female,81,Fine no high winds,December,3
2018,Female,81,Raining no high winds,February,1
2018,Female,81,Raining no high winds,March,2
2018,Female,81,Raining no high winds,April,1
2018,Female,81,Raining no high winds,July,1
2018,Female,81,Raining no high winds,September,2
2018,Female,81,Raining no high winds,October,1
2018,Female,81,Raining no high winds,November,4
2018,Female,81,Fine + high winds,October,1
2018,Female,81,Raining + high winds,June,1
2018,Female,82,Fine no high winds,January,1
2018,Female,82,Fine no high winds,February,8
2018,Female,82,Fine no high winds,March,4
2018,Female,82,Fine no high winds,April,6
2018,Female,82,Fine no high winds,May,6
2018,Female,82,Fine no high winds,June,2
2018,Female,82,Fine no high winds,July,7
2018,Female,82,Fine no high winds,August,10
2018,Female,82,Fine no high winds,October,7
2018,Female,82,Fine no high winds,November,1
2018,Female,82,Fine no high winds,December,4
2018,Female,82,Raining no high winds,January,1
2018,Female,82,Raining no high winds,March,1
2018,Female,82,Raining no high winds,May,1
2018,Female,82,Raining no high winds,September,1
2018,Female,82,Raining no high winds,December,1
2018,Female,82,Raining + high winds,April,1
2018,Female,83,Fine no high winds,January,3
2018,Female,83,Fine no high winds,February,3
2018,Female,83,Fine no high winds,March,3
2018,Female,83,Fine no high winds,April,3
2018,Female,83,Fine no high winds,May,6
2018,Female,83,Fine no high winds,June,2
2018,Female,83,Fine no high winds,July,5
2018,Female,83,Fine no high winds,August,4
2018,Female,83,Fine no high winds,September,4
2018,Female,83,Fine no high winds,October,5
2018,Female,83,Fine no high winds,November,1
2018,Female,83,Fine no high winds,December,5
2018,Female,83,Raining no high winds,January,1
2018,Female,83,Raining no high winds,March,1
2018,Female,83,Raining no high winds,May,1
2018,Female,83,Raining no high winds,July,1
2018,Female,83,Raining no high winds,November,1
2018,Female,83,Raining no high winds,December,1
2018,Female,83,Fine + high winds,January,1
2018,Female,83,Fine + high winds,February,1
2018,Female,83,Fine + high winds,July,1
2018,Female,83,Fine + high winds,September,1
2018,Female,83,Fine + high winds,November,1
2018,Female,84,Fine no high winds,January,3
2018,Female,84,Fine no high winds,February,5
2018,Female,84,Fine no high winds,March,4
2018,Female,84,Fine no high winds,April,4
2018,Female,84,Fine no high winds,May,5
2018,Female,84,Fine no high winds,June,2
2018,Female,84,Fine no high winds,July,5
2018,Female,84,Fine no high winds,August,4
2018,Female,84,Fine no high winds,September,3
2018,Female,84,Fine no high winds,October,5
2018,Female,84,Fine no high winds,November,6
2018,Female,84,Fine no high winds,December,5
2018,Female,84,Raining no high winds,April,1
2018,Female,84,Raining no high winds,May,1
2018,Female,84,Raining no high winds,August,1
2018,Female,84,Raining no high winds,September,1
2018,Female,84,Raining no high winds,November,1
2018,Female,84,Raining no high winds,December,1
2018,Female,84,Fine + high winds,January,1
2018,Female,84,Fine + high winds,November,1
2018,Female,84,Fog or mist,January,1
2018,Female,85,Fine no high winds,January,2
2018,Female,85,Fine no high winds,February,5
2018,Female,85,Fine no high winds,March,2
2018,Female,85,Fine no high winds,April,2
2018,Female,85,Fine no high winds,May,4
2018,Female,85,Fine no high winds,June,8
2018,Female,85,Fine no high winds,July,3
2018,Female,85,Fine no high winds,August,3
2018,Female,85,Fine no high winds,September,5
2018,Female,85,Fine no high winds,October,4
2018,Female,85,Fine no high winds,November,4
2018,Female,85,Fine no high winds,December,4
2018,Female,85,Raining no high winds,January,1
2018,Female,85,Raining no high winds,April,2
